195,70:6D:EC:0A:79:A2,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,202929636,1,-42,1,0,,20,,,,,\N
195,70:6D:EC:5C:78:03,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,7267645378118,161,-91,127,0,0,20,161,0,,,\N
195,70:6D:EC:5C:78:27,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,211391755,161,-61,127,0,0,20,161,0,,,\N
195,70:6D:EC:5C:78:A3,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,209964559,149,-59,127,0,0,20,149,0,,,\N
195,70:6D:EC:5C:78:B3,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,210481873,165,-60,127,0,0,20,165,0,,,\N
195,72:6D:EC:0A:2E:DA,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,7267771893283,11,-84,11,0,,20,,,,,\N
195,72:6D:EC:0A:6C:2A,2022-04-11 09:23:36,15706477,WiFiSoft-SmartAP,7267791123108,11,-81,11,0,,20,,,PSK,CCMP,\N
195,76:6D:EC:0A:6C:2A,2022-04-11 09:23:36,15706477,WiFiSoft-Admin,7267791117184,11,-83,11,0,,20,,,PSK,CCMP,\N
195,84:D8:1B:C8:F2:7E,2022-04-11 09:23:36,15706477,STUDENT,194457984,8,-89,8,0,,20,,,PSK,CCMP TKIP,\N
195,F8:0C:58:74:1C:F9,2022-04-11 09:23:36,15706477,Surbhi_2909,183013569,10,-88,10,0,,20,,,PSK,TKIP CCMP,\N
195,F8:0C:58:74:1F:C9,2022-04-11 09:23:36,15706477,Nahi duga bhai me,182769540,7,-86,7,0,,20,,,PSK,TKIP CCMP,\N
195,F8:0C:58:77:16:29,2022-04-11 09:23:36,15706477,Airtel_9958077432,181870871,3,-94,3,0,,20,,,PSK,TKIP CCMP,\N
195,F8:C4:F3:71:52:69,2022-04-11 09:23:36,15706477,Manish,57389773261,11,-89,11,0,,any,,,PSK,TKIP CCMP,\N
195,F8:C4:F3:9B:5F:15,2022-04-11 09:23:36,15706477,Airtel_9017381211,207175336,5,-81,5,0,,any,,,PSK,TKIP CCMP,\N
198,4A:9D:D1:0D:08:86,2022-04-04 09:38:37,15323117,Milan,58336216812,6,-90,6,0,,20,,,PSK,CCMP,\N
198,50:2B:73:4F:49:A8,2022-04-04 09:38:37,15323117,Tenda_LNCT-PG-1,6663929753991,5,-90,5,0,,20,,,PSK,CCMP,\N
198,70:6D:EC:0A:67:FE,2022-04-04 09:38:37,15323117,Lupin-LNCT-WiFi,85913984,1,-87,1,0,,20,,,,,\N
198,70:6D:EC:0A:6C:2A,2022-04-04 09:38:37,15323117,WiFiSoft-CloudMax,6663897247685,11,-66,11,0,,20,,,,,\N
198,70:6D:EC:0A:6C:5A,2022-04-04 09:38:37,15323117,Lupin-LNCT-WiFi,6663879014784,11,-54,11,0,,20,,,,,\N
198,70:6D:EC:0A:71:B2,2022-04-04 09:38:37,15323117,Lupin-LNCT-WiFi,89094233,4,-50,4,0,,20,,,,,\N
198,70:6D:EC:0A:71:B6,2022-04-04 09:38:37,15323117,Lupin-LNCT-WiFi,86425984,1,-90,1,0,,20,,,,,\N
198,70:6D:EC:0A:72:02,2022-04-04 09:38:37,15323117,Lupin-LNCT-WiFi,6663864764625,11,-39,11,0,,20,,,,,\N
198,70:6D:EC:0A:72:26,2022-04-04 09:38:37,15323117,Lupin-LNCT-WiFi,89920537,1,-68,1,0,,20,,,,,\N
